rok,stan_fips,stan_nazwa,populacja_total,pct_ponizej_18lat,pct_powyzej_65lat,mediana_dochodu_gosp_dom,pct_ubóstwo,pct_zatrudnieni,pct_bezrobocie,pct_dojazd_samochod,pct_dojazd_carpool,pct_dojazd_transport_pub,pct_dojazd_pieszo,pct_praca_z_domu,sredni_czas_dojazdu_min,pct_wyksztalcenie_srednie,pct_wyksztalcenie_wyzsze,pct_bez_ubezpieczenia,liczba_jednostek_mieszkalnych,pct_mieszkania_wynajmowane,liczba_gospodarstw_domowych,pct_gospodarstwa_z_dziecmi,pct_dostep_internet
2015,FIPS:10,Delaware,945934,52.3,,61255,8.7,58.5,3.6,81.4,7.9,2.7,2.2,4.7,26.0,30.9,738861,94.1,421734,70.8,352595,,77.4
2015,FIPS:09,Connecticut,3590886,51.9,0.0,71346,7.4,61.8,4.6,78.4,7.8,4.9,3.0,4.8,26.4,38.3,2819495,94.0,1496056,66.2,1343703,,82.0
2015,FIPS:12,Florida,20271272,51.7,0.0,49426,11.3,54.0,4.1,79.7,8.9,2.2,1.4,5.6,27.0,28.4,16114409,86.7,9210287,63.8,7463184,,77.5
2015,FIPS:13,Georgia,10214860,52.1,,51244,13.0,57.6,4.4,79.6,9.9,2.3,1.5,5.1,28.0,29.9,7664716,86.1,4182228,61.8,3656407,,74.8
2015,FIPS:16,Idaho,1654930,50.5,0.0,48275,10.9,58.6,3.3,77.1,10.8,0.8,3.2,6.2,20.5,26.0,1217452,89.0,692482,69.0,597421,,76.7
2015,FIPS:15,Hawaii,1431603,49.5,0.0,73486,6.9,58.6,3.0,67.4,13.5,7.0,4.1,4.6,27.4,31.4,1075945,96.0,532413,56.6,445936,,82.2
2015,FIPS:17,Illinois,12859995,51.5,0.0,59588,9.8,60.5,4.5,73.6,7.9,9.3,3.0,4.4,28.8,32.9,9882240,92.9,5317618,65.3,4794523,,76.9
2015,FIPS:18,Indiana,6619680,51.4,0.0,50532,10.2,59.8,3.7,83.1,8.6,1.1,2.3,3.6,23.3,24.9,5036933,90.4,2841450,68.2,2515143,,73.3
2015,FIPS:19,Iowa,3123899,50.9,0.1,54736,7.7,64.6,2.8,81.0,8.6,1.4,3.4,4.1,19.0,26.8,2393796,95.0,1369379,70.7,1247249,,75.0
2015,FIPS:20,Kansas,2911641,50.6,0.1,53906,8.4,62.4,3.0,82.6,8.9,0.6,2.3,4.2,19.0,31.7,2171515,90.9,1253889,66.4,1111582,,76.2
2015,FIPS:21,Kentucky,4425092,51.4,0.0,45215,14.0,54.6,3.8,82.1,9.7,1.1,2.5,3.1,23.3,23.3,3401668,94.0,1957133,66.3,1716168,,70.9
2015,FIPS:22,Louisiana,4670724,51.9,0.0,45727,14.7,55.4,4.2,82.8,9.0,1.5,2.0,2.8,25.3,23.2,3539506,88.1,2024737,64.6,1737908,,68.7
2015,FIPS:23,Maine,1329328,51.7,,51494,8.9,58.7,3.3,79.7,8.7,0.6,3.8,5.7,24.0,30.1,1071677,91.6,729392,71.0,545226,,77.1
2015,FIPS:24,Maryland,6006401,52.3,0.0,75847,6.7,63.0,3.7,73.8,8.9,9.0,2.6,4.4,32.6,38.8,4627471,93.4,2434465,65.9,2177934,,81.4
2015,FIPS:25,Massachusetts,6794422,52.1,0.0,70628,7.9,63.1,3.9,70.2,7.4,10.6,5.0,4.8,29.7,41.5,5402622,97.2,2845805,61.7,2559951,,82.6
2015,FIPS:26,Michigan,9922576,51.4,0.0,51084,11.1,56.5,4.4,82.8,8.7,1.3,2.3,3.6,24.4,27.8,7710671,93.9,4550324,70.4,3858532,,74.4
2015,FIPS:27,Minnesota,5489594,50.8,0.1,63488,6.3,67.0,2.9,78.1,8.3,3.6,2.7,5.5,23.4,34.7,4205120,95.5,2397081,70.9,2147262,,79.5
2016,FIPS:28,Mississippi,2988726,52.5,,41754,16.5,52.3,4.4,84.6,9.8,0.3,1.4,2.2,24.3,21.8,2254221,88.2,1307492,67.3,1091245,,70.7
2016,FIPS:29,Missouri,6093000,51.5,0.0,51746,9.8,59.5,3.1,81.7,8.7,1.4,1.8,5.2,23.7,28.5,4681723,91.1,2760226,66.1,2372190,,79.3
2016,FIPS:30,Montana,1042520,50.0,0.4,50027,8.0,60.1,3.0,76.0,9.2,0.7,5.7,6.4,17.5,31.0,810835,91.9,497749,68.0,416125,,78.9
2016,FIPS:31,Nebraska,1907116,50.6,0.2,56927,7.4,66.6,2.5,82.0,9.0,0.6,2.5,4.4,18.6,31.4,1427359,91.4,827191,65.3,747562,,81.6
2016,FIPS:32,Nevada,2940058,50.2,0.0,55180,10.2,58.8,4.2,78.8,10.2,3.4,1.7,4.2,24.1,23.5,2256009,88.6,1221759,54.9,1055158,,80.9
2016,FIPS:33,New Hampshire,1334795,50.7,,70936,4.0,65.0,2.4,79.7,8.6,0.9,3.1,6.3,26.9,36.6,1072310,94.1,625337,70.1,520643,,86.4
2016,FIPS:34,New Jersey,8944469,51.8,,76126,7.6,61.3,3.9,70.8,8.4,11.8,2.9,4.4,31.7,38.6,6950863,92.0,3604688,63.2,3194519,,84.2
2016,FIPS:35,New Mexico,2081015,51.0,0.1,46748,15.3,53.3,4.3,80.0,9.4,1.4,2.3,5.1,21.9,27.2,1582264,90.8,917641,67.4,758364,,73.7
2016,FIPS:36,New York,19745289,52.2,0.0,62909,10.9,59.2,3.7,52.6,6.5,28.4,6.2,4.3,33.4,35.7,15543712,93.9,8232039,53.3,7209054,,81.7
2016,FIPS:37,North Carolina,10146788,52.1,0.0,50584,11.2,57.2,3.8,81.3,9.2,1.0,1.7,5.4,24.4,30.4,7773032,89.6,4540697,64.2,3882423,,79.0
2016,FIPS:38,North Dakota,757953,48.7,1.4,60656,6.4,67.9,2.0,80.2,9.9,0.5,2.9,5.1,17.4,29.6,576717,93.0,368545,63.2,315134,,81.4
2016,FIPS:39,Ohio,11614373,51.6,0.0,52334,10.5,59.5,3.6,83.1,7.5,1.6,2.3,4.3,23.4,27.5,8996453,94.4,5164400,65.4,4624669,,80.9
2016,FIPS:40,Oklahoma,3923561,51.1,0.0,49176,11.5,56.9,3.6,82.6,9.5,0.5,1.7,4.3,21.4,25.2,2946564,86.2,1721072,64.9,1469342,,77.2
2016,FIPS:41,Oregon,4093465,51.0,0.0,57532,8.5,58.3,3.5,72.4,9.7,4.4,3.6,6.6,23.9,32.7,3222540,93.8,1732887,61.7,1571678,,84.9
2016,FIPS:42,Pennsylvania,12784227,51.6,0.0,56907,8.6,58.5,3.6,76.1,8.4,5.6,3.6,4.8,26.9,30.8,10103498,94.4,5611995,68.5,4937771,,80.5
2016,FIPS:44,Rhode Island,1056426,52.2,,60596,9.2,59.7,3.8,80.3,8.4,2.4,3.6,4.3,24.8,34.1,844406,95.7,462598,58.0,408239,,82.8
2016,FIPS:45,South Carolina,4961119,52.2,0.0,49501,10.8,55.9,3.7,82.5,9.3,0.6,2.1,4.1,24.7,27.2,3828451,90.0,2236262,68.6,1877887,,77.0
2016,FIPS:46,South Dakota,865454,50.2,7.5,54467,8.2,65.0,2.6,79.9,8.9,0.5,3.8,5.5,16.6,28.9,649687,91.3,383827,67.2,334003,,79.5
2016,FIPS:47,Tennessee,6651194,52.0,0.0,48547,11.6,56.8,3.3,83.5,8.6,0.7,1.3,4.7,25.1,26.1,5127532,91.0,2919698,65.1,2556332,,76.7
2016,FIPS:48,Texas,27862596,50.9,0.0,56565,12.0,60.5,3.6,80.5,10.1,1.4,1.6,4.8,26.5,28.9,20481578,83.4,10754268,61.1,9535612,,80.5
2016,FIPS:50,Vermont,624594,51.2,,57677,7.7,62.5,2.6,75.6,8.0,1.5,5.9,7.0,23.1,36.4,505417,96.3,329539,69.8,254851,,81.1
2016,FIPS:49,Utah,3051217,50.0,0.0,65977,7.2,65.2,2.8,75.8,11.0,2.7,2.7,6.1,21.6,32.6,2123898,91.2,1054242,69.9,943147,,85.4
2016,FIPS:51,Virginia,8411808,51.4,0.0,68114,7.6,60.9,3.2,76.9,9.5,4.1,2.6,5.0,28.5,38.1,6430786,91.3,3491185,65.3,3120692,,83.4
2016,FIPS:53,Washington,7288000,50.4,0.0,67106,7.1,59.8,3.4,72.1,9.9,6.4,3.7,5.9,27.8,35.1,5613449,94.0,3025802,62.5,2768076,,87.4
2016,FIPS:54,West Virginia,1831102,51.2,0.0,43385,12.9,49.4,4.1,81.6,9.2,1.1,3.2,4.0,25.4,20.8,1453387,94.7,886710,72.4,722125,,74.2
2016,FIPS:55,Wisconsin,5778709,50.7,0.0,56811,7.7,63.8,2.7,80.7,8.2,1.7,3.0,4.7,21.9,29.5,4490477,94.7,2668443,66.7,2326998,,81.3
2016,FIPS:56,Wyoming,585501,49.1,,59882,6.3,62.6,3.7,77.8,9.0,1.5,4.6,5.8,16.9,27.1,442250,88.5,270625,68.8,223619,,83.2
2016,FIPS:01,Alabama,4863300,52.4,0.0,46257,12.7,53.3,3.6,86.1,8.0,0.3,1.2,3.3,24.6,24.7,3750408,90.9,2230180,68.5,1852518,,74.7
2016,FIPS:02,Alaska,741894,47.5,0.0,76440,6.7,62.1,5.4,69.0,12.2,1.2,7.6,5.2,18.0,29.6,538882,86.0,310672,64.5,248468,,85.7
2016,FIPS:04,Arizona,6931071,50.7,0.0,53558,11.9,55.3,3.8,76.5,11.0,1.9,1.8,6.3,25.3,28.9,5282856,90.0,2961136,63.2,2519052,,83.1
2016,FIPS:05,Arkansas,2988248,51.6,,44334,12.4,54.4,2.9,83.1,10.2,0.3,2.0,3.2,21.2,22.4,2276609,92.1,1354801,64.6,1142718,,70.9
2016,FIPS:06,California,39250017,50.8,0.0,67739,10.5,58.8,4.1,73.6,10.3,5.1,2.7,5.8,29.4,32.9,30033096,92.7,14061375,53.6,12944178,,85.4
2016,FIPS:08,Colorado,5540545,50.0,0.1,65685,7.0,64.0,3.2,75.0,9.0,2.9,3.0,7.9,25.0,39.9,4245260,92.5,2339140,64.8,2108992,,86.9
2016,FIPS:10,Delaware,952065,52.3,,61757,8.1,57.6,3.5,81.0,9.0,2.7,1.9,4.5,26.1,31.0,745299,94.3,426154,69.8,351085,,83.3
2016,FIPS:09,Connecticut,3576452,51.8,,73433,6.8,62.1,4.2,77.7,8.2,4.9,2.7,5.2,26.3,38.6,2816329,95.1,1499145,64.8,1357269,,84.1
2016,FIPS:12,Florida,20612439,51.7,0.0,50860,10.5,54.4,3.5,79.2,9.2,2.1,1.5,6.0,27.4,28.6,16404755,87.5,9302140,64.1,7573456,,81.2
2016,FIPS:13,Georgia,10310371,52.1,0.0,53559,12.0,58.6,3.7,79.3,9.6,2.1,1.6,5.6,28.5,30.5,7751335,87.1,4219103,61.5,3686135,,80.7
2016,FIPS:16,Idaho,1683140,50.5,0.1,51807,10.0,58.8,2.9,79.3,9.6,0.6,2.6,5.9,20.9,27.6,1243592,89.9,700829,68.5,610872,,79.4
2016,FIPS:15,Hawaii,1428557,50.1,0.0,74511,6.0,59.6,2.8,66.9,13.6,6.7,4.7,4.9,27.4,31.9,1082465,96.5,537170,57.2,455868,,83.2
2016,FIPS:17,Illinois,12801539,51.4,0.0,60960,9.5,61.0,4.1,73.1,7.7,9.4,3.0,4.9,28.9,34.0,9860983,93.5,5327165,65.3,4822046,,82.0
2016,FIPS:18,Indiana,6633053,51.4,0.0,52314,9.6,60.4,3.2,83.2,8.5,1.0,2.1,3.8,23.6,25.6,5052048,91.9,2854595,68.3,2533270,,79.2
2016,FIPS:19,Iowa,3134693,50.9,0.0,56247,7.6,64.8,2.7,81.2,8.2,1.1,3.4,4.7,19.0,28.4,2406147,95.7,1380087,70.6,1247932,,79.6
2016,FIPS:20,Kansas,2907289,50.7,0.0,54935,7.9,62.7,2.9,82.2,8.9,0.5,2.5,4.5,19.4,32.8,2177388,91.3,1259870,65.7,1110407,,80.3
2016,FIPS:21,Kentucky,4436974,51.5,0.0,46659,14.0,55.2,3.5,82.2,9.3,1.1,2.1,3.7,23.3,23.4,3410542,94.9,1965577,66.8,1717706,,77.3
2016,FIPS:22,Louisiana,4681666,51.8,,45146,15.4,54.8,4.1,82.9,9.3,1.3,1.7,3.1,25.0,23.4,3548140,89.7,2037067,64.3,1720801,,74.4
2016,FIPS:23,Maine,1331479,51.6,,53079,7.6,59.4,2.8,79.3,9.0,0.7,4.0,5.8,23.9,30.1,1074694,92.0,730786,71.9,531660,,80.7
2016,FIPS:24,Maryland,6016447,52.3,0.0,78945,6.3,63.8,3.6,73.8,9.0,8.5,2.5,4.7,32.8,39.3,4641766,93.9,2447211,65.9,2194657,,85.8
2016,FIPS:25,Massachusetts,6811779,52.1,0.0,75297,7.3,63.7,3.5,70.1,7.6,10.1,4.8,5.1,29.6,42.7,5427313,97.5,2858087,62.0,2579398,,85.5
2016,FIPS:26,Michigan,9928300,51.4,0.0,52492,10.2,57.3,3.8,82.4,8.9,1.4,2.1,4.0,24.5,28.3,7733297,94.6,4560164,70.3,3884153,,80.5
2016,FIPS:27,Minnesota,5519952,50.7,0.1,65599,5.9,66.8,2.7,77.8,8.6,3.6,2.6,5.8,23.5,34.8,4228969,95.9,2409701,71.3,2148725,,83.5
2017,FIPS:28,Mississippi,2984100,15.6,38.0,43529,14.9,52.2,3.9,85.5,9.1,0.3,1.4,2.3,24.9,21.9,2259367,88.0,1323754,68.5,1091980,,73.4
2017,FIPS:29,Missouri,6113532,16.5,11.4,53578,9.2,59.8,2.9,82.2,8.4,1.3,1.9,5.1,23.7,29.1,4709306,90.9,2792445,67.0,2385135,,81.3
2017,FIPS:30,Montana,1050493,18.1,0.4,53386,7.7,61.3,2.2,76.5,8.9,0.8,4.9,6.5,18.1,32.3,818256,91.5,510408,69.2,423091,,81.3
2017,FIPS:31,Nebraska,1920076,15.4,4.6,59970,7.2,67.4,2.3,81.7,9.1,0.7,2.7,4.7,18.5,31.7,1440800,91.7,837540,66.3,754490,,84.4
2017,FIPS:32,Nevada,2998039,15.3,9.2,58003,9.1,59.6,3.8,78.5,9.8,3.1,1.9,4.3,24.2,24.9,2306248,88.8,1249733,56.6,1094613,,83.4
2017,FIPS:33,New Hampshire,1342795,17.6,1.7,73381,4.9,65.1,2.6,80.9,8.3,0.7,2.4,6.2,27.3,36.9,1082314,94.2,634689,69.8,528700,,88.4
2017,FIPS:34,New Jersey,9005644,15.7,13.5,80088,7.3,61.8,3.5,71.0,7.9,11.8,2.9,4.6,32.1,39.7,7018171,92.3,3615891,63.8,3218798,,86.8
2017,FIPS:35,New Mexico,2088070,16.8,2.1,46744,15.2,52.6,3.7,79.4,10.6,1.1,2.0,5.1,22.3,27.1,1589960,90.9,937976,67.9,767705,,76.4
2017,FIPS:36,New York,19849399,15.9,15.8,64894,10.4,59.6,3.5,53.1,6.3,28.1,6.2,4.3,33.7,36.0,15671619,94.3,8327621,53.8,7304332,,83.4
2017,FIPS:37,North Carolina,10273419,15.9,21.5,52752,10.6,58.0,3.2,81.1,8.9,1.0,1.7,6.1,24.9,31.3,7878846,89.3,4622656,65.4,3955069,,81.6
2017,FIPS:38,North Dakota,755393,14.9,3.1,61843,6.1,67.9,2.1,81.6,8.2,0.5,3.8,4.6,16.5,30.7,575151,92.5,374591,63.4,316306,,81.3
2017,FIPS:39,Ohio,11658609,16.6,12.4,54021,9.8,59.6,3.2,83.3,7.7,1.5,2.1,4.2,23.6,28.0,9047437,94.0,5201701,65.8,4667192,,83.2
2017,FIPS:40,Oklahoma,3930864,15.3,7.3,50051,11.6,57.2,3.2,82.3,9.8,0.3,1.9,4.3,21.9,25.5,2953147,85.8,1734074,65.5,1470364,,79.7
2017,FIPS:41,Oregon,4142776,17.1,1.9,60212,8.8,59.1,3.2,71.7,9.7,4.5,3.7,7.4,24.3,33.7,3266071,93.2,1768582,62.8,1603635,,86.8
2017,FIPS:42,Pennsylvania,12805537,17.8,11.2,59195,8.1,59.0,3.3,76.2,8.5,5.3,3.5,5.0,27.1,31.4,10134279,94.5,5694402,68.3,5008751,,81.5
2017,FIPS:44,Rhode Island,1059639,16.7,6.3,63870,7.9,61.3,3.7,79.4,9.4,2.2,3.6,4.5,25.1,33.5,849171,95.4,468266,60.8,408748,,85.5
2017,FIPS:45,South Carolina,5024369,17.2,27.0,50570,11.3,56.1,3.5,81.8,9.5,0.5,2.1,4.7,24.6,28.0,3890364,89.0,2284820,68.7,1905100,,79.2
2017,FIPS:46,South Dakota,869666,16.3,2.0,56521,8.4,65.1,2.4,81.2,7.8,0.7,3.4,5.8,17.3,28.1,653291,90.9,392650,67.7,344260,,80.6
2017,FIPS:47,Tennessee,6715984,15.9,16.7,51340,10.9,58.1,3.0,83.2,8.8,0.6,1.3,4.9,25.1,27.3,5189066,90.5,2958799,65.4,2588655,,79.4
2017,FIPS:48,Texas,28304596,12.2,12.1,59206,11.3,60.7,3.3,80.6,9.8,1.4,1.5,5.1,26.5,29.6,20855881,82.7,10933375,62.0,9623874,,83.3
2017,FIPS:50,Vermont,623657,18.8,1.3,57513,7.0,62.8,2.5,74.9,9.2,1.5,5.7,7.1,23.2,38.3,505237,95.4,335248,69.5,256629,,81.4
2017,FIPS:49,Utah,3101833,10.8,1.2,68358,6.7,66.0,2.4,76.1,10.7,2.3,2.4,6.8,22.0,34.6,2172801,90.8,1084685,69.9,975448,,87.8
2017,FIPS:51,Virginia,8470020,15.0,19.2,71535,7.1,61.1,2.9,77.4,8.7,4.2,2.6,5.4,28.6,38.7,6488680,91.2,3512917,66.6,3120880,,84.8
2017,FIPS:53,Washington,7405743,15.1,3.7,70979,7.1,60.6,3.1,71.7,10.2,6.5,3.4,6.3,27.9,35.5,5710964,93.9,3103263,62.8,2840377,,89.1
2017,FIPS:54,West Virginia,1815857,19.3,4.0,43469,14.1,48.8,3.5,82.8,9.0,0.9,2.9,3.3,26.0,20.2,1440967,93.9,892240,72.5,715308,,76.0
2017,FIPS:55,Wisconsin,5795483,16.5,6.4,59305,7.1,63.9,2.3,81.1,7.6,1.8,3.0,4.9,22.2,30.4,4513009,94.6,2695303,66.6,2350293,,83.3
2017,FIPS:56,Wyoming,579315,15.6,1.0,60434,7.6,61.9,3.4,77.9,10.2,0.6,3.6,5.3,17.6,27.6,437821,87.7,276733,70.8,225796,,83.7
2017,FIPS:01,Alabama,4874747,16.5,26.8,48123,12.8,52.9,3.3,85.7,8.5,0.4,1.2,3.4,24.6,25.5,3767665,90.6,2258669,68.0,1841665,,78.1
2017,FIPS:02,Alaska,739795,11.2,3.0,73181,7.4,60.2,4.9,69.3,11.8,1.7,7.4,4.6,19.6,28.8,538005,86.3,316968,63.5,250741,,86.1
2017,FIPS:04,Arizona,7016270,17.1,4.4,56581,10.7,56.1,3.5,76.5,11.0,1.8,2.0,6.3,25.6,29.4,5364972,89.9,2999185,64.7,2552972,,85.7
2017,FIPS:05,Arkansas,3004279,16.5,15.3,45869,11.6,54.6,3.2,83.3,9.9,0.3,1.8,3.7,21.6,23.4,2290421,92.1,1370109,65.3,1153082,,73.0
2017,FIPS:06,California,39536653,13.9,5.7,71805,9.6,59.5,3.7,73.9,10.0,5.0,2.6,6.0,29.8,33.6,30351316,92.8,14177270,54.8,13005097,,87.7
2017,FIPS:08,Colorado,5607154,13.8,4.1,69117,6.7,64.6,2.8,74.9,8.6,3.2,2.7,8.5,25.9,41.2,4310059,92.5,2385495,65.2,2139207,,88.2
2017,FIPS:10,Delaware,961939,18.0,21.9,62852,9.2,55.8,3.1,82.0,7.1,2.2,2.2,5.2,26.5,31.5,754546,94.6,432853,70.9,357937,,86.2
2017,FIPS:09,Connecticut,3588184,16.8,10.6,74168,6.4,61.4,4.0,78.3,7.9,4.7,2.8,5.1,26.4,38.7,2836991,94.5,1517495,66.2,1356762,,85.5
2017,FIPS:12,Florida,20984400,20.1,16.2,52594,10.1,54.9,3.2,79.4,9.1,1.7,1.4,6.1,27.8,29.7,16731122,87.1,9441585,65.2,7689964,,83.2
2017,FIPS:13,Georgia,10429379,13.4,31.6,56183,11.1,59.1,3.6,78.7,9.9,2.1,1.6,5.8,28.8,30.9,7867010,86.6,4282254,62.9,3745074,,82.7
2017,FIPS:16,Idaho,1716943,15.3,0.7,52225,8.6,59.2,2.6,79.1,10.2,0.6,2.3,5.7,21.0,26.8,1269341,89.9,721818,69.7,625135,,82.5
2017,FIPS:15,Hawaii,1427538,17.8,1.6,77765,7.4,59.0,2.6,67.6,13.3,6.1,5.5,4.4,27.0,32.9,1078468,96.2,542955,58.5,458078,,84.5
2017,FIPS:17,Illinois,12802023,15.2,14.2,62992,9.0,60.8,4.0,73.0,7.8,9.6,2.9,4.9,29.1,34.4,9889114,93.2,5359416,66.2,4808672,,83.6
2017,FIPS:18,Indiana,6666818,15.4,9.4,54181,9.2,60.4,3.0,82.4,8.7,0.9,2.1,4.3,23.6,26.8,5089562,91.8,2885342,69.0,2557299,,81.2
2017,FIPS:19,Iowa,3145711,16.7,3.4,58570,6.7,64.8,2.4,81.4,8.0,0.9,3.2,5.1,19.4,28.9,2413716,95.3,1397739,71.6,1257505,,81.8
2017,FIPS:20,Kansas,2913123,15.4,5.7,56422,7.9,63.0,2.8,82.4,8.7,0.4,2.3,4.7,19.1,33.7,2183900,91.3,1273776,65.9,1128983,,83.0
2017,FIPS:21,Kentucky,4454189,15.9,8.1,48375,12.9,55.6,3.2,82.0,9.4,1.1,2.1,3.9,23.3,24.0,3424795,94.6,1984235,66.5,1725034,,78.9
2017,FIPS:22,Louisiana,4684333,14.9,32.5,46145,14.7,54.7,3.8,82.7,9.2,1.1,1.7,3.3,25.3,23.8,3559329,91.6,2061582,65.2,1737123,,75.6
2017,FIPS:23,Maine,1335907,20.0,1.2,56277,6.3,60.3,2.6,78.6,9.4,0.6,4.1,5.9,24.0,32.1,1080264,91.9,742644,73.2,540959,,82.0
2017,FIPS:24,Maryland,6052177,14.9,29.9,80776,6.2,63.8,3.5,73.7,9.1,8.5,2.1,4.9,33.3,39.7,4679385,93.9,2449123,66.7,2207343,,87.7
2017,FIPS:25,Massachusetts,6859819,16.1,7.8,77385,7.2,63.6,3.0,70.0,7.2,10.4,4.8,5.3,29.8,43.4,5484529,97.2,2894590,62.3,2604954,,86.8
2017,FIPS:26,Michigan,9962311,16.7,13.8,54909,9.7,57.8,3.6,82.5,8.7,1.3,2.2,4.2,24.3,29.1,7782358,94.8,4595274,71.3,3930017,,82.8
2017,FIPS:27,Minnesota,5576606,15.4,6.5,68388,5.8,66.9,2.5,78.0,8.2,3.7,2.6,5.9,23.8,36.1,4276588,95.6,2437726,71.6,2162211,,85.9
2018,FIPS:55,Wisconsin,5813568,17.0,6.4,60773,7.0,63.8,2.1,81.7,7.5,1.5,2.9,4.8,22.0,30.0,4537062,94.5,2710718,67.1,2371960,,84.4
2018,FIPS:56,Wyoming,577737,16.7,0.6,61584,7.1,62.5,2.5,75.8,10.2,1.2,4.3,6.2,16.2,26.9,440930,89.5,278615,70.3,230252,,85.7
2018,FIPS:28,Mississippi,2986530,15.9,38.0,44717,15.0,52.1,4.0,85.5,8.9,0.3,1.4,2.6,25.0,23.2,2270255,87.9,1332631,68.2,1108630,,76.3
2018,FIPS:29,Missouri,6126452,16.9,11.5,54478,9.0,59.5,2.6,82.2,8.4,1.3,2.0,4.8,24.0,29.5,4731982,90.6,2806296,66.8,2434806,,82.9
2018,FIPS:30,Montana,1062305,18.8,0.5,55328,7.7,61.0,2.2,74.9,9.5,0.8,5.5,7.3,18.6,31.7,829161,91.8,515161,67.5,431421,,83.6
2018,FIPS:31,Nebraska,1929268,15.8,4.7,59566,7.1,66.3,2.4,82.1,8.7,0.6,2.5,5.1,18.8,32.4,1448974,91.7,845011,66.1,765490,,85.7
2018,FIPS:32,Nevada,3034392,15.7,9.2,58646,9.1,59.7,3.5,78.3,10.5,2.9,1.8,4.2,24.9,24.9,2336743,88.8,1268717,56.8,1129810,,85.9
2018,FIPS:33,New Hampshire,1356458,18.1,1.7,74991,4.7,64.5,2.4,80.8,7.4,0.9,2.6,6.9,27.6,36.8,1096924,94.3,638112,71.3,531212,,89.1
2018,FIPS:34,New Jersey,8908520,16.1,13.6,81740,6.9,62.5,3.2,70.9,8.2,11.7,2.6,4.7,32.4,40.8,6946512,92.6,3628198,64.0,3249567,,88.0
2018,FIPS:35,New Mexico,2095428,17.6,2.2,47169,15.1,52.3,3.4,79.3,11.2,1.1,1.8,5.1,23.0,27.7,1605886,90.5,943232,66.2,794093,,76.9
2018,FIPS:36,New York,19542209,16.4,15.7,67844,10.0,59.6,3.1,53.1,6.3,28.0,6.0,4.5,34.0,37.2,15455196,94.6,8363847,53.7,7367015,,85.3
2018,FIPS:37,North Carolina,10383620,16.3,21.4,53855,10.2,58.3,3.1,80.6,9.3,1.0,1.8,6.0,24.8,31.9,7996355,89.3,4684962,65.1,4011462,,83.5
2018,FIPS:38,North Dakota,760077,15.3,3.4,63837,5.7,66.6,1.9,82.2,8.7,0.7,3.4,3.7,17.7,29.7,579101,92.7,377661,62.5,319355,,80.3
2018,FIPS:39,Ohio,11689442,17.1,12.4,56111,9.7,59.9,3.1,82.4,8.2,1.6,2.2,4.4,23.6,29.0,9090982,93.5,5217617,65.9,4685447,,84.5
2018,FIPS:40,Oklahoma,3943079,15.7,7.3,51924,11.4,58.0,2.6,82.5,9.5,0.5,2.0,4.1,22.1,25.6,2968153,85.8,1743073,65.4,1485310,,81.9
2018,FIPS:41,Oregon,4190713,17.6,2.0,63426,8.0,59.4,3.1,71.7,9.5,4.2,3.9,7.5,23.8,34.0,3315485,92.9,1788743,62.5,1639970,,87.9
2018,FIPS:42,Pennsylvania,12807060,18.2,11.2,60905,8.1,59.7,3.1,75.6,8.5,5.8,3.5,5.1,27.2,31.8,10153364,94.5,5713136,68.6,5070931,,84.1
2018,FIPS:44,Rhode Island,1057315,17.3,6.7,64340,9.1,59.8,3.5,81.3,8.1,2.2,3.4,3.7,25.0,34.4,849373,95.9,469153,61.8,406573,,85.3
2018,FIPS:45,South Carolina,5084127,17.7,26.6,52306,10.8,56.4,3.1,81.4,9.4,0.6,2.1,5.0,25.1,28.3,3948709,89.5,2318291,69.3,1927991,,81.5
2018,FIPS:46,South Dakota,882235,16.6,2.2,56274,8.0,65.7,2.0,81.1,8.8,0.2,2.8,6.2,17.3,29.2,664850,90.2,397506,67.9,345449,,82.1
2018,FIPS:47,Tennessee,6770010,16.3,16.8,52375,11.3,57.7,3.4,83.1,9.0,0.6,1.3,4.7,25.4,27.5,5244775,89.9,2992412,66.2,2603140,,82.1
2018,FIPS:48,Texas,28701845,12.5,12.3,60629,11.4,61.0,3.1,80.7,9.8,1.3,1.5,5.2,26.7,30.3,21221287,82.3,11101498,61.7,9776083,,84.5
2018,FIPS:50,Vermont,626299,19.8,1.2,60782,6.2,63.0,2.5,75.4,9.0,0.9,5.2,7.5,23.6,38.7,510015,96.0,337133,72.2,261373,,82.5
2018,FIPS:49,Utah,3161105,11.1,1.3,71414,6.1,65.8,2.2,75.7,11.1,2.2,2.4,6.9,22.0,34.9,2225558,90.6,1108739,70.5,998891,,90.0
2018,FIPS:51,Virginia,8517685,15.5,19.2,72577,7.1,61.0,2.7,76.7,9.1,4.5,2.2,5.6,28.7,39.3,6530057,91.2,3538985,65.9,3175524,,85.6
2018,FIPS:53,Washington,7535591,15.4,3.9,74073,6.3,61.0,2.7,71.0,9.8,7.0,3.7,6.5,28.4,36.7,5824043,93.6,3148084,62.8,2895575,,90.0
2018,FIPS:54,West Virginia,1805832,20.0,3.8,44097,13.0,49.9,3.1,83.3,8.6,0.9,2.6,3.4,26.5,21.3,1441554,93.6,893742,72.5,734703,,79.0
2018,FIPS:01,Alabama,4887871,17.0,26.7,49861,12.2,53.3,3.2,86.3,7.9,0.3,1.1,3.5,25.2,25.5,3786286,90.0,2274711,68.0,1855184,,79.3
