rok,stan_fips,stan_nazwa,populacja_total,pct_ponizej_18lat,pct_powyzej_65lat,mediana_dochodu_gosp_dom,pct_ubóstwo,pct_zatrudnieni,pct_bezrobocie,pct_dojazd_samochod,pct_dojazd_carpool,pct_dojazd_transport_pub,pct_dojazd_pieszo,pct_praca_z_domu,sredni_czas_dojazdu_min,pct_wyksztalcenie_srednie,pct_wyksztalcenie_wyzsze,pct_bez_ubezpieczenia,liczba_jednostek_mieszkalnych,pct_mieszkania_wynajmowane,liczba_gospodarstw_domowych,pct_gospodarstwa_z_dziecmi,pct_dostep_internet
2018,FIPS:02,Alaska,737438,11.9,3.4,74346,7.5,60.4,4.4,68.0,12.3,1.2,7.8,5.3,19.1,30.2,536272,87.4,318352,65.6,254551,,87.5
2018,FIPS:04,Arizona,7171646,17.6,4.7,59246,9.9,56.3,3.2,76.1,11.0,1.7,1.7,6.8,25.7,29.7,5510663,89.4,3035902,64.8,2614298,,86.2
2018,FIPS:05,Arkansas,3013825,16.8,15.2,47062,12.7,55.1,2.6,82.6,10.4,0.4,1.5,3.7,21.7,23.3,2306307,91.8,1380521,65.8,1156347,,76.9
2018,FIPS:06,California,39557045,14.3,5.8,75277,9.1,60.0,3.5,73.8,10.0,4.9,2.6,6.0,30.2,34.2,30441085,92.8,14277867,54.8,13072122,,88.7
2018,FIPS:08,Colorado,5695564,14.2,4.2,71953,6.2,65.3,2.7,74.9,8.6,2.8,3.0,8.6,25.9,41.7,4395702,92.5,2424128,65.1,2176757,,89.4
2018,FIPS:10,Delaware,967171,18.7,22.5,64805,8.4,58.2,3.5,79.6,9.1,2.2,2.4,5.7,26.4,31.3,760607,94.3,438659,71.0,367671,,88.4
2018,FIPS:09,Connecticut,3572665,17.2,11.0,76348,7.1,62.1,3.6,77.9,8.1,4.4,2.6,5.7,26.8,39.6,2830420,94.7,1521123,65.8,1378091,,87.0
2018,FIPS:12,Florida,21299325,20.5,16.0,55462,9.7,55.4,3.0,79.1,9.4,1.7,1.4,6.2,28.0,30.4,17020961,87.0,9547762,65.9,7809358,,85.2
2018,FIPS:13,Georgia,10519475,13.8,31.6,58756,10.8,59.6,3.0,79.4,9.4,2.0,1.5,5.9,29.0,31.9,7973719,86.3,4326266,63.8,3803012,,83.7
2018,FIPS:16,Idaho,1754208,15.9,0.7,55583,8.2,59.4,2.5,79.7,8.9,0.8,2.5,6.2,21.0,27.7,1305463,88.9,735703,70.7,640270,,86.2
2018,FIPS:15,Hawaii,1420491,18.4,2.0,80212,5.7,59.7,2.4,67.3,14.7,5.7,3.7,5.4,27.6,33.5,1076576,95.9,546261,58.3,455309,,85.7
2018,FIPS:17,Illinois,12741080,15.6,14.1,65030,8.5,61.6,3.6,72.7,8.3,9.4,2.8,5.1,29.4,35.1,9871480,93.0,5376176,66.0,4864864,,85.1
2018,FIPS:18,Indiana,6691878,15.7,9.5,55746,9.3,61.1,2.8,82.9,8.9,0.9,1.9,3.9,23.9,27.1,5121007,91.7,2903576,68.9,2599169,,82.8
2018,FIPS:19,Iowa,3156145,17.0,3.6,59955,7.2,64.5,2.4,81.6,8.1,1.0,3.0,5.1,19.5,29.0,2421401,95.3,1409568,71.3,1267873,,83.6
2018,FIPS:20,Kansas,2911510,15.9,5.9,58218,8.0,63.1,2.5,82.0,9.3,0.5,2.2,4.8,19.7,33.8,2190632,91.2,1280553,66.2,1133408,,84.3
2018,FIPS:21,Kentucky,4468402,16.4,7.9,50247,12.6,55.9,3.1,82.4,9.4,1.0,2.0,4.1,23.5,24.8,3449056,94.4,1995187,67.4,1732713,,81.7
2018,FIPS:22,Louisiana,4659978,15.5,32.4,47905,13.6,54.7,3.7,82.7,9.0,1.2,1.8,3.4,26.3,24.3,3546810,92.0,2076136,65.5,1737220,,78.1
2018,FIPS:23,Maine,1338404,20.6,1.4,55602,7.3,60.6,2.2,77.8,9.9,0.6,4.1,6.0,24.1,31.5,1088320,92.0,746592,71.2,570307,,84.0
2018,FIPS:24,Maryland,6042718,15.4,30.0,83242,6.0,63.7,3.3,74.3,8.8,7.9,2.1,5.2,33.3,40.8,4671973,94.0,2458779,66.9,2215935,,88.2
2018,FIPS:25,Massachusetts,6902149,16.5,7.8,79835,6.5,63.5,3.2,69.8,7.4,10.2,5.1,5.3,30.5,44.5,5530966,97.2,2915043,61.8,2624294,,87.9
2018,FIPS:26,Michigan,9995915,17.2,13.8,56697,9.5,58.2,3.3,82.0,8.9,1.4,2.3,4.1,24.7,29.6,7827910,94.6,4614552,71.2,3957466,,84.1
2018,FIPS:27,Minnesota,5611179,15.8,6.6,70315,5.7,66.8,2.4,77.7,8.4,3.5,2.8,6.1,23.8,36.7,4306817,95.6,2455637,71.5,2194452,,86.8
2019,FIPS:28,Mississippi,2976149,16.4,38.0,45792,14.8,52.6,3.7,84.8,8.9,0.2,1.1,3.1,25.1,85.3,22.3,87.0,1339047,67.3,1100229,,87.6
2019,FIPS:29,Missouri,6137428,17.2,11.5,57409,8.8,59.8,2.4,82.1,8.4,1.1,2.1,5.1,24.3,90.7,30.2,90.0,2819334,67.1,2458337,,91.8
2019,FIPS:30,Montana,1068778,19.5,0.7,57153,7.9,59.8,2.5,76.2,9.9,0.9,4.2,6.5,19.5,94.2,33.6,91.7,519938,68.9,437651,,92.4
2019,FIPS:31,Nebraska,1934408,16.1,4.9,63229,6.2,66.8,2.3,81.8,9.0,0.8,2.8,4.6,19.5,92.0,33.2,91.7,851167,66.3,771444,,92.7
2019,FIPS:32,Nevada,3080156,16.2,9.6,63276,8.7,60.0,3.2,77.0,10.6,3.1,1.6,4.9,25.6,86.9,25.7,88.6,1285681,56.6,1143557,,94.2
2019,FIPS:33,New Hampshire,1359711,18.6,1.6,77933,4.2,64.7,2.0,80.4,7.8,0.9,2.4,7.3,28.0,93.3,37.6,93.7,642298,71.0,541396,,93.7
2019,FIPS:34,New Jersey,8882190,16.6,13.6,85751,6.2,62.7,3.1,71.0,7.9,11.6,2.7,4.9,33.1,90.3,41.2,92.1,3641854,63.3,3286264,,93.6
2019,FIPS:35,New Mexico,2096829,18.0,2.3,51945,13.7,54.1,3.1,80.7,9.4,1.1,2.0,5.1,22.6,85.9,27.7,90.0,948470,68.1,793420,,89.1
2019,FIPS:36,New York,19453561,16.9,15.9,72108,9.3,60.5,2.8,52.8,6.3,27.7,6.2,4.8,34.0,87.6,37.8,94.8,8404205,53.5,7446812,,91.9
2019,FIPS:37,North Carolina,10488084,16.7,21.5,57341,9.6,58.4,2.8,80.2,8.7,1.1,1.8,6.7,25.7,88.6,32.3,88.7,4748148,65.3,4046348,,92.2
2019,FIPS:38,North Dakota,762062,15.8,2.9,64577,6.5,67.3,1.8,82.5,8.5,0.7,3.2,3.6,17.9,93.5,30.4,93.1,379974,61.3,323519,,92.3
2019,FIPS:39,Ohio,11689100,17.5,12.6,58642,9.2,60.5,2.9,82.4,8.0,1.5,2.3,4.6,24.3,90.8,29.3,93.4,5232943,66.0,4730340,,91.8
2019,FIPS:40,Oklahoma,3956971,16.1,7.3,54449,10.8,57.6,2.6,82.7,9.5,0.4,1.5,4.4,22.7,88.4,26.2,85.7,1749520,65.5,1495151,,92.1
2019,FIPS:41,Oregon,4217737,18.2,1.8,67058,6.6,59.3,3.1,71.5,9.5,4.7,3.8,7.3,24.2,91.4,34.5,92.8,1808482,62.9,1649352,,95.0
2019,FIPS:42,Pennsylvania,12801989,18.7,11.4,63463,8.2,60.0,2.8,75.2,8.4,5.7,3.6,5.4,27.8,91.0,32.3,94.2,5732580,68.4,5119249,,90.7
2019,FIPS:44,Rhode Island,1059361,17.7,7.4,71169,6.6,62.2,2.7,79.6,8.2,3.1,3.3,4.5,25.7,89.3,34.8,95.9,470177,61.7,407174,,92.0
2019,FIPS:45,South Carolina,5148714,18.2,26.5,56227,9.8,56.7,2.8,82.1,8.6,0.6,2.0,5.1,26.0,88.3,29.6,89.2,2351364,70.3,1975915,,92.0
2019,FIPS:46,South Dakota,884659,17.4,2.4,59533,7.3,65.4,2.0,79.8,9.0,0.4,3.2,6.1,17.9,92.1,29.7,89.8,401749,67.8,353799,,91.5
2019,FIPS:47,Tennessee,6829174,16.7,16.7,56071,10.0,58.6,2.8,82.0,8.9,0.6,1.4,5.6,25.9,88.0,28.7,89.9,3028437,66.5,2654737,,90.5
2019,FIPS:48,Texas,28995881,12.9,12.3,64034,10.5,61.7,2.8,80.1,9.7,1.3,1.5,5.7,27.2,84.6,30.8,81.6,11283892,61.9,9985126,,93.6
2019,FIPS:50,Vermont,623989,20.1,1.5,63001,5.8,63.1,2.2,76.2,8.6,1.6,5.3,7.0,24.0,93.1,38.7,95.5,339412,70.9,262767,,92.1
2019,FIPS:49,Utah,3205958,11.4,1.2,75780,6.1,67.2,2.2,76.1,10.4,2.5,2.0,7.4,22.5,93.0,34.8,90.3,1133543,70.6,1023855,,96.9
2019,FIPS:51,Virginia,8535519,15.9,19.4,76456,6.5,61.5,2.6,76.6,9.0,4.4,2.3,5.8,29.1,90.0,39.6,92.1,3562258,66.1,3191847,,93.0
2019,FIPS:53,Washington,7614893,15.9,4.0,78687,6.2,61.2,2.9,70.9,10.0,7.1,3.5,6.5,28.8,91.7,37.0,93.4,3195098,63.1,2932477,,95.6
2019,FIPS:54,West Virginia,1792147,20.5,3.7,48850,11.1,50.4,3.2,82.0,9.0,0.8,2.9,3.9,26.4,87.1,21.1,93.3,894983,73.4,728175,,87.9
2019,FIPS:55,Wisconsin,5822434,17.5,6.4,64168,6.2,63.8,2.1,80.8,8.0,1.7,3.0,5.1,22.7,92.8,31.3,94.3,2725153,67.2,2386623,,91.7
2019,FIPS:56,Wyoming,578759,17.1,1.2,65003,6.6,61.9,2.3,76.9,11.5,1.2,3.0,5.7,19.1,94.5,29.1,87.7,280281,71.9,233128,,94.6
2019,FIPS:13,Georgia,10617423,14.3,31.9,61980,9.6,59.6,3.0,78.4,9.3,2.0,1.5,6.9,29.3,87.9,32.5,86.6,4378350,64.1,3852714,,92.6
2019,FIPS:16,Idaho,1787065,16.2,0.7,60999,7.4,61.2,2.1,78.3,9.2,0.8,2.7,7.4,21.5,91.5,28.7,89.2,751113,71.6,655859,,94.7
2019,FIPS:15,Hawaii,1415872,19.0,1.9,83102,6.4,58.5,2.4,69.3,13.3,5.4,4.6,4.8,28.1,92.4,33.6,95.8,550328,60.2,465299,,93.0
2019,FIPS:17,Illinois,12671821,16.1,14.1,69187,7.9,61.7,3.1,72.4,7.6,9.6,3.0,5.4,29.6,89.8,35.8,92.6,5388210,66.0,4866006,,92.2
2019,FIPS:18,Indiana,6732219,16.1,9.6,57603,7.8,61.2,2.7,81.6,9.5,0.9,2.3,4.3,24.2,89.6,26.9,91.3,2921115,69.3,2597765,,91.1
2019,FIPS:19,Iowa,3155070,17.5,4.1,61691,7.3,64.3,2.5,80.2,8.6,1.1,3.2,5.8,19.8,92.6,29.3,95.0,1418600,70.5,1287221,,91.4
2019,FIPS:20,Kansas,2913314,16.4,5.7,62087,7.5,63.5,2.5,82.7,8.5,0.5,2.2,5.1,20.0,91.8,34.0,90.8,1288430,66.5,1138329,,92.9
2019,FIPS:21,Kentucky,4467673,16.9,8.1,52295,11.8,55.8,2.8,82.0,9.0,1.0,2.3,4.3,24.2,87.2,25.1,93.6,2006335,67.0,1748732,,90.2
2019,FIPS:22,Louisiana,4648794,16.0,32.4,51073,14.3,55.4,3.2,82.1,8.8,1.2,2.1,3.9,26.6,86.0,25.0,91.1,2089824,66.5,1741076,,89.4
2019,FIPS:23,Maine,1344212,21.3,1.6,58924,6.5,60.7,2.2,78.5,9.5,0.6,3.8,6.3,24.6,93.2,33.2,92.0,750964,72.2,573618,,92.1
2019,FIPS:24,Maryland,6045680,15.9,30.3,86738,5.8,63.7,3.0,73.9,8.7,8.0,2.2,5.5,33.7,90.4,40.9,94.0,2470307,66.8,2226767,,94.3
2019,FIPS:25,Massachusetts,6892503,17.0,7.9,85843,6.0,64.8,2.7,69.6,7.3,10.4,5.0,5.4,31.0,91.3,45.0,97.0,2928818,62.2,2650680,,93.5
2019,FIPS:26,Michigan,9986857,17.7,13.7,59584,8.8,58.7,3.1,81.8,8.9,1.4,2.2,4.5,25.1,91.4,30.0,94.2,4629605,71.6,3969880,,92.3
2019,FIPS:27,Minnesota,5639632,16.3,6.6,74593,5.2,67.2,2.2,77.6,8.2,3.4,2.6,6.4,24.4,93.6,37.3,95.1,2477515,71.9,2222568,,93.6
2019,FIPS:09,Connecticut,3565287,17.6,11.1,78833,6.8,62.3,3.5,78.3,7.5,4.5,2.8,5.6,27.0,90.7,39.8,94.1,1524959,65.0,1377166,,93.1
2019,FIPS:12,Florida,21477737,20.9,16.0,59227,8.7,56.2,2.7,78.1,9.1,1.6,1.6,7.0,28.4,88.4,30.7,86.8,9674053,66.2,7905832,,94.5
2019,FIPS:01,Alabama,4903185,17.4,26.9,51734,11.2,54.7,2.8,85.2,8.7,0.4,1.2,3.4,25.4,87.1,26.3,90.3,2284922,68.8,1897576,,89.4
2019,FIPS:02,Alaska,731545,12.4,3.1,75463,6.6,59.3,3.6,70.0,12.0,1.0,7.1,4.3,20.2,93.6,30.2,87.8,319867,64.7,252199,,95.3
2019,FIPS:04,Arizona,7278717,18.0,4.7,62055,9.5,56.8,3.0,75.6,10.6,1.7,1.9,7.6,26.6,87.6,30.2,88.7,3076048,65.3,2670441,,94.6
2019,FIPS:05,Arkansas,3017804,17.4,15.5,48952,11.7,55.2,2.8,82.4,10.7,0.4,1.9,3.5,21.9,87.5,23.3,90.9,1389159,65.5,1163647,,89.5
2019,FIPS:06,California,39512223,14.8,5.8,80440,8.2,60.3,3.2,73.5,9.8,5.2,2.6,6.3,30.7,84.0,35.0,92.3,14367012,54.9,13157873,,95.1
2019,FIPS:08,Colorado,5758736,14.7,4.2,77127,5.8,65.3,2.5,74.2,8.6,3.2,2.7,9.1,26.5,92.4,42.7,92.0,2464109,65.9,2235103,,95.7
2019,FIPS:10,Delaware,973764,19.5,22.5,70176,7.6,58.8,2.9,80.7,8.5,2.4,2.3,5.2,26.7,90.3,33.2,93.4,443764,70.3,376239,,94.1
2021,FIPS:01,Alabama,5039877,17.6,25.9,53913,11.7,54.1,3.1,80.5,7.6,0.2,0.9,9.6,25.3,87.9,27.4,90.1,2313616,70.0,1967559,,1967559
2021,FIPS:04,Arizona,7276316,18.3,4.5,69056,9.1,56.6,3.5,65.8,8.9,0.9,1.6,20.7,24.8,89.0,32.4,89.3,3138685,67.6,2817723,,2817723
2021,FIPS:05,Arkansas,3025891,17.4,14.8,52528,11.6,55.0,3.2,78.9,8.8,0.2,1.3,9.7,22.2,88.7,25.3,90.8,1380768,67.0,1183675,,1183675
2021,FIPS:06,California,39237836,15.2,5.5,84907,9.0,57.6,5.2,63.7,8.4,2.1,2.1,21.4,27.6,84.4,36.2,93.0,14512149,55.9,13429063,,13429063
2021,FIPS:08,Colorado,5812069,15.1,3.9,82254,6.2,63.6,3.6,63.7,7.1,1.3,2.3,23.7,25.0,92.4,44.4,92.0,2540783,66.8,2313042,,2313042
2021,FIPS:09,Connecticut,3605597,18.0,10.6,83771,6.7,60.9,4.4,66.6,7.4,2.5,2.5,19.5,25.6,91.1,42.1,94.8,1536327,66.6,1428313,,1428313
2021,FIPS:10,Delaware,1003384,20.1,20.8,71091,8.6,56.2,3.3,70.5,6.3,1.6,1.3,18.6,25.4,91.4,35.6,94.3,457978,72.6,395656,,395656
2021,FIPS:12,Florida,21781128,21.1,15.1,63062,9.4,55.4,3.3,70.5,8.5,1.0,1.3,16.6,27.1,89.8,33.2,87.9,10054509,67.4,8565329,,8565329
2021,FIPS:13,Georgia,10799566,14.7,30.8,66559,10.6,58.7,3.4,70.0,8.3,0.7,1.2,18.2,27.1,89.0,34.6,87.4,4475242,66.0,4001109,,4001109
2021,FIPS:15,Hawaii,1441553,19.6,2.0,84857,8.0,54.6,4.6,65.3,13.9,3.3,4.0,10.7,25.3,92.9,35.3,96.1,564878,62.6,490080,,490080
2021,FIPS:16,Idaho,1900923,16.5,0.7,66474,7.7,60.7,2.1,74.4,8.2,0.5,1.9,13.3,21.6,91.3,30.7,91.2,775330,71.9,693882,,693882
2021,FIPS:17,Illinois,12671469,16.6,13.6,72205,8.6,59.6,4.7,64.9,7.4,3.8,2.6,19.3,26.8,90.2,37.1,93.0,5440294,67.5,4991641,,4991641
2021,FIPS:18,Indiana,6805985,16.4,8.8,62743,8.3,60.3,3.0,76.6,7.8,0.6,2.0,11.9,23.8,90.6,28.9,92.5,2950121,71.1,2680694,,2680694
2021,FIPS:19,Iowa,3193079,17.8,3.6,65600,6.9,63.6,2.4,74.4,7.5,0.5,2.8,13.4,19.7,93.3,30.5,95.2,1426039,71.9,1300467,,1300467
2021,FIPS:20,Kansas,2934582,16.7,5.3,64124,8.0,62.1,2.8,74.4,7.9,0.3,2.2,13.8,19.6,91.9,35.4,90.8,1284353,67.0,1159026,,1159026
2021,FIPS:21,Kentucky,4509394,17.0,7.2,55573,12.2,55.1,3.2,76.4,8.4,0.5,2.0,11.5,23.6,88.0,27.0,94.3,2008227,68.7,1785682,,1785682
2021,FIPS:22,Louisiana,4624047,16.6,31.2,52087,15.2,53.4,4.4,79.3,8.3,0.7,1.4,8.4,25.5,86.7,26.4,92.4,2093387,67.3,1783924,,1783924
2021,FIPS:23,Maine,1372247,21.7,1.5,64767,7.2,58.2,3.0,69.2,7.7,0.3,3.8,17.7,24.2,94.5,36.0,94.3,744620,74.8,593626,,593626
2021,FIPS:24,Maryland,6165129,16.3,29.4,90203,7.4,61.9,3.9,62.2,7.0,3.0,1.8,24.0,29.3,91.1,42.5,93.9,2546364,67.8,2355652,,2355652
2021,FIPS:25,Massachusetts,6984723,17.4,6.7,89645,7.1,62.3,4.4,59.5,6.3,4.5,3.7,23.7,27.5,91.1,46.6,97.5,3017772,63.2,2759018,,2759018
2021,FIPS:26,Michigan,10050811,18.1,13.4,63498,9.0,56.6,4.2,72.5,7.2,0.8,1.8,16.4,23.8,92.0,31.7,95.0,4590384,73.2,4051798,,4051798
2021,FIPS:27,Minnesota,5707390,16.8,6.8,77720,5.5,65.0,3.3,66.5,7.1,1.4,2.5,20.9,22.2,94.1,38.9,95.5,2517173,73.0,2281033,,2281033
2021,FIPS:28,Mississippi,2949965,16.8,36.1,48716,14.4,52.5,3.6,83.0,7.8,0.2,1.0,6.3,25.2,86.5,24.8,88.1,1332041,69.7,1129611,,1129611
2021,FIPS:29,Missouri,6168187,17.6,10.8,61847,8.4,59.4,2.9,73.9,7.6,0.8,1.8,14.7,23.1,91.6,31.7,90.6,2807632,68.8,2468726,,2468726
2021,FIPS:30,Montana,1104271,19.7,0.5,63249,7.2,58.9,2.4,71.3,8.7,0.4,3.6,14.0,19.1,94.4,34.8,91.8,521916,69.5,448949,,448949
2021,FIPS:31,Nebraska,1963692,16.4,4.7,66817,6.7,66.4,1.8,75.0,8.0,0.4,2.4,12.8,19.3,92.2,34.4,92.9,854298,67.8,785982,,785982
2021,FIPS:32,Nevada,3143991,16.5,9.2,66274,10.6,56.4,6.1,70.4,10.3,2.0,1.3,13.0,24.6,87.2,27.6,88.4,1305534,59.1,1191380,,1191380
2021,FIPS:33,New Hampshire,1388992,19.3,1.5,88465,4.8,64.1,2.4,70.0,7.0,0.3,2.2,19.3,25.7,94.4,40.2,94.9,643979,72.5,548026,,548026
2021,FIPS:34,New Jersey,9267130,16.9,12.9,89296,7.4,60.2,5.3,59.9,7.1,5.9,2.4,22.1,28.6,91.0,43.1,92.8,3779591,64.4,3497945,,3497945
2021,FIPS:35,New Mexico,2115877,18.5,2.0,53992,14.3,51.7,4.4,72.2,8.5,0.4,1.6,15.2,23.2,87.5,30.1,90.0,948042,69.5,834007,,834007
2021,FIPS:36,New York,19835913,17.5,14.2,74314,10.1,56.9,5.5,49.2,5.9,17.3,5.3,19.6,31.4,88.0,39.9,94.8,8530561,55.4,7652666,,7652666
2021,FIPS:37,North Carolina,10551162,17.0,20.1,61972,9.4,57.4,3.5,70.4,7.5,0.5,1.4,18.8,24.5,89.7,34.9,89.6,4801698,66.9,4179632,,4179632
2021,FIPS:38,North Dakota,774948,16.0,2.9,66519,6.3,64.6,1.9,78.5,7.7,0.3,3.0,8.9,17.5,93.6,31.7,92.1,374435,63.1,322511,,322511
2021,FIPS:39,Ohio,11780017,17.8,11.9,62262,9.4,59.1,3.4,73.9,7.2,0.8,1.8,14.8,23.1,91.7,30.7,93.5,5269498,67.2,4832922,,4832922
2021,FIPS:40,Oklahoma,3986639,16.2,6.9,55826,11.5,56.7,3.6,77.2,8.7,0.2,1.8,10.4,22.0,88.7,27.9,86.2,1762113,65.5,1547967,,1547967
2021,FIPS:41,Oregon,4246155,18.6,1.9,71562,7.6,57.6,3.9,62.6,7.8,1.7,3.0,22.7,22.6,91.9,36.3,93.9,1837009,63.8,1702599,,1702599
2021,FIPS:42,Pennsylvania,12964056,19.0,10.4,68957,8.3,58.4,4.0,66.8,7.0,2.8,2.9,18.7,25.7,91.9,34.5,94.5,5770472,69.9,5228956,,5228956
2021,FIPS:44,Rhode Island,1095610,18.3,5.0,74008,7.0,59.8,5.0,69.3,7.6,1.2,2.6,17.5,24.8,89.1,36.5,95.7,484925,63.3,440170,,440170
2021,FIPS:45,South Carolina,5190705,18.6,25.0,59318,10.8,55.5,3.3,76.6,8.1,0.3,1.6,11.7,25.6,89.6,31.5,90.0,2395957,71.8,2049972,,2049972
2021,FIPS:46,South Dakota,895376,17.6,2.0,66143,7.9,64.2,1.8,76.1,7.8,0.4,3.2,11.1,17.4,93.1,31.7,90.5,400688,69.4,356887,,356887
2021,FIPS:47,Tennessee,6975218,17.0,15.5,59695,9.7,57.7,3.2,75.8,7.5,0.4,1.1,14.0,25.2,89.7,30.5,90.0,3087992,67.5,2770395,,2770395
2021,FIPS:48,Texas,29527941,13.2,11.9,66963,11.0,60.2,4.0,70.7,9.1,0.8,1.3,16.3,25.9,85.4,33.1,82.0,11867820,62.6,10796247,,10796247
2021,FIPS:49,Utah,3337975,11.6,1.1,79449,5.9,66.0,2.4,66.3,8.8,1.3,1.9,20.0,21.4,93.2,36.8,91.0,1190154,69.7,1101499,,1101499
2021,FIPS:50,Vermont,645570,20.6,1.1,72431,6.3,61.4,2.7,67.2,7.4,0.5,3.9,19.6,23.0,94.5,44.4,96.3,336747,72.7,270163,,270163
2021,FIPS:51,Virginia,8642274,16.3,18.4,80963,6.9,60.3,3.0,65.6,7.0,1.5,2.0,22.3,26.4,91.4,41.8,93.2,3652329,67.6,3331461,,3331461
2021,FIPS:53,Washington,7738692,16.2,4.0,84247,6.5,59.1,3.7,62.0,7.1,2.1,2.8,24.2,26.0,92.3,39.0,93.6,3257140,64.0,3022255,,3022255
2021,FIPS:54,West Virginia,1782959,20.7,2.8,51248,12.3,49.2,3.3,77.1,8.8,0.4,2.1,10.2,25.7,88.8,24.1,93.9,858462,75.2,722201,,722201
2021,FIPS:55,Wisconsin,5895908,17.9,6.2,67125,6.8,62.7,2.3,73.4,6.6,0.9,2.7,14.8,21.9,93.3,32.5,94.6,2748274,68.1,2449970,,2449970
2021,FIPS:56,Wyoming,578803,17.9,1.2,65204,7.8,62.3,2.4,75.9,9.2,0.8,3.4,8.9,18.3,93.6,29.2,87.8,274373,71.4,242763,,242763
2021,FIPS:02,Alaska,732673,13.4,3.0,77845,7.1,57.4,4.3,66.2,11.1,0.9,6.8,10.3,19.8,93.3,32.8,88.6,327889,66.8,271311,,271311
2022,FIPS:01,Alabama,5074296,18.0,25.7,59674,12.0,55.7,2.5,80.5,7.9,0.3,1.2,8.9,25.4,88.8,28.8,91.2,2339582,70.2,2016448,,2016448
2022,FIPS:02,Alaska,733583,13.8,3.0,88121,7.3,59.9,2.9,64.2,12.3,1.2,7.3,9.5,19.4,93.3,30.6,89.0,329160,66.1,274574,,274574
2022,FIPS:04,Arizona,7359197,18.8,4.6,74568,8.9,57.7,2.6,66.1,9.8,0.8,1.7,19.2,24.9,89.2,33.0,89.7,3186554,67.4,2850377,,2850377
2022,FIPS:05,Arkansas,3045637,17.7,14.4,55432,11.8,54.9,2.6,79.8,8.3,0.3,1.5,8.8,22.4,89.1,25.4,91.6,1395735,66.5,1216207,,1216207
2022,FIPS:06,California,39029342,15.8,5.4,91551,8.6,60.0,3.4,65.5,9.8,2.7,2.4,17.2,28.3,84.7,37.0,93.5,14627041,55.8,13550586,,13550586
2022,FIPS:08,Colorado,5839926,15.7,4.0,89302,5.8,65.6,2.4,64.7,7.9,1.6,2.5,21.2,25.0,93.0,45.9,92.9,2590205,66.4,2384584,,2384584
2022,FIPS:09,Connecticut,3626205,18.3,10.5,88429,6.5,62.3,3.1,69.0,7.7,3.3,2.7,15.9,26.8,91.5,41.9,94.8,1540292,66.3,1433635,,1433635
2022,FIPS:10,Delaware,1018396,20.8,22.1,82174,6.5,59.7,2.7,72.8,7.1,1.4,2.1,15.1,26.1,92.0,36.5,94.4,465804,74.1,402334,,402334
2022,FIPS:12,Florida,22244823,21.6,15.0,69303,9.0,56.8,2.4,69.7,9.0,1.2,1.4,16.4,28.0,89.9,34.3,88.8,10257553,67.2,8826394,,8826394
2022,FIPS:13,Georgia,10912876,15.1,31.0,72837,9.4,60.6,2.6,70.5,9.0,1.1,1.3,16.3,28.2,89.5,34.7,88.3,4539156,65.9,4092467,,4092467
2022,FIPS:15,Hawaii,1440196,20.5,1.8,92458,6.6,57.4,2.2,64.1,15.0,3.5,4.5,9.5,26.1,92.9,35.4,96.5,568058,62.6,494827,,494827
2022,FIPS:16,Idaho,1939033,17.0,0.7,72785,6.8,60.2,1.8,72.4,8.8,0.6,2.9,13.1,22.1,92.0,32.3,91.8,796968,72.3,717151,,717151
2022,FIPS:17,Illinois,12582032,17.2,13.4,76708,8.3,61.7,3.1,66.1,7.9,5.6,2.6,15.8,27.9,90.4,37.7,93.4,5452461,67.1,5056360,,5056360
2022,FIPS:18,Indiana,6833037,16.9,9.3,66785,8.8,61.5,2.3,75.7,9.7,0.7,1.9,10.5,24.1,90.2,29.6,93.0,2977176,70.8,2726489,,2726489
2022,FIPS:19,Iowa,3200517,18.4,3.8,69588,6.8,64.5,2.0,76.1,8.0,0.8,2.9,11.0,19.7,93.5,32.3,95.5,1438456,72.0,1330995,,1330995
2022,FIPS:20,Kansas,2937150,17.2,5.2,68925,7.7,62.5,2.4,75.3,8.3,0.5,2.2,12.1,19.6,92.1,35.6,91.4,1292571,67.7,1175294,,1175294
2022,FIPS:21,Kentucky,4512310,17.5,7.7,59341,11.9,56.8,2.6,76.0,9.9,0.5,1.9,10.5,24.1,89.0,27.9,94.4,2023679,68.8,1828680,,1828680
2022,FIPS:22,Louisiana,4590241,17.0,31.1,55416,14.0,55.7,3.2,78.5,8.5,0.8,2.1,8.2,25.6,87.3,27.1,93.1,2113178,67.6,1816902,,1816902
2022,FIPS:23,Maine,1385340,22.6,1.6,69543,6.2,59.5,2.0,70.0,8.2,0.5,3.8,15.7,24.7,94.6,36.1,93.4,751697,74.1,605338,,605338
2022,FIPS:24,Maryland,6164660,16.9,29.6,94991,6.6,63.7,2.6,65.1,7.9,4.0,1.8,19.2,30.8,91.4,43.8,93.9,2559057,67.7,2375984,,2375984
2022,FIPS:25,Massachusetts,6981974,18.0,7.1,94488,6.9,64.0,2.7,61.5,7.1,6.2,4.0,18.4,28.6,91.3,46.6,97.6,3036303,62.2,2797776,,2797776
2022,FIPS:26,Michigan,10034118,18.7,13.2,66986,9.1,58.7,2.9,74.0,7.9,0.8,2.0,13.7,24.2,91.8,32.1,95.5,4605363,73.2,4089794,,4089794
2022,FIPS:27,Minnesota,5717184,17.4,7.0,82338,6.0,65.7,2.2,69.3,7.7,1.6,2.6,17.2,22.8,94.0,39.1,95.5,2547867,72.1,2322190,,2322190
