stan_fips,stan_nazwa,rok,miesiac,AWND_mean,CLDD_mean,DP01_mean,DP10_mean,DP1X_mean,DSNW_mean,DT00_mean,DT32_mean,DX32_mean,DX70_mean,DX90_mean,DYFG_mean,EMNT_mean,EMXT_mean,HTDD_mean,PRCP_mean,SNOW_mean,SNWD_mean,TAVG_mean,TMAX_mean,TMIN_mean,WSFG_mean,AWND_median,CLDD_median,DP01_median,DP10_median,DP1X_median,DSNW_median,DT00_median,DT32_median,DX32_median,DX70_median,DX90_median,DYFG_median,EMNT_median,EMXT_median,HTDD_median,PRCP_median,SNOW_median,SNWD_median,TAVG_median,TMAX_median,TMIN_median,WSFG_median,n_stacji
FIPS:06,California,2013,2,2.326829268292683,0.4580152671755725,3.5464949928469243,1.96137339055794,0.030042918454935622,0.2819767441860465,0.03577817531305903,11.416815742397137,0.5521821631878557,3.44022770398482,0.0,8.604651162790697,-3.6085217391304347,21.107785467128025,298.24675572519084,17.240839160839162,30.264264264264263,,7.680662020905923,14.347404844290656,1.0495652173913044,18.1,2.1,0.0,3.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,6.5,-2.2,21.7,265.1,13.4,0.0,,8.9,15.4,2.0,18.1,1020
FIPS:06,California,2013,3,2.546987951807229,7.361698113207547,5.102418207681366,3.0881934566145093,0.283072546230441,0.33070866141732286,0.0017543859649122807,6.549122807017544,0.17481203007518797,11.37781954887218,0.46616541353383456,10.659090909090908,-0.5993174061433447,26.05451448040886,210.74037735849055,36.83454038997215,30.07171314741036,,11.743589743589743,18.548040885860306,4.955972696245733,19.2,2.4,0.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,9.0,0.0,26.1,178.2,27.45,0.0,,12.7,19.1,6.1,19.2,1022
FIPS:06,California,2013,4,3.3740740740740742,19.280998080614204,3.6734397677793904,1.9129172714078375,0.06531204644412192,0.05442176870748299,0.0,4.603942652329749,0.08587786259541985,15.885496183206106,1.5687022900763359,7.0,0.8855652173913043,29.704679376083185,147.85796545105566,18.735119887165023,2.8135593220338984,,14.051219512195122,21.28058925476603,6.864521739130435,18.549999999999997,3.2,6.1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,4.0,1.7,30.0,109.9,10.6,0.0,,15.05,21.7,7.9,18.549999999999997,1008
FIPS:06,California,2013,5,3.4111111111111114,46.16945525291828,3.201780415430267,1.7433234421364985,0.04896142433234421,0.008695652173913044,0.0,2.053113553113553,0.0038684719535783366,20.825918762088975,4.247582205029014,5.866666666666666,3.7599297012302286,32.54171029668412,95.40058365758755,15.085285714285716,0.24269005847953215,,16.72372583479789,24.024432809773124,9.468365553602812,18.1,3.1,26.6,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,4.0,4.4,33.3,67.15,8.8,0.0,,17.2,24.1,9.9,18.1,995
FIPS:06,California,2013,6,3.1573170731707316,111.966015625,1.782934131736527,0.9595808383233533,0.1092814371257485,0.0,0.0,0.49454545454545457,0.0,25.571150097465885,9.968810916179336,7.046875,7.6099824868651496,37.7020979020979,35.82270058708415,11.129232995658466,0.0,,20.816491228070173,28.626223776223778,13.034500875656743,12.1,3.1,84.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,8.0,5.0,7.8,38.3,10.0,1.1,0.0,,20.4,28.4,13.1,12.1,984
FIPS:06,California,2013,7,2.8740740740740742,182.15925925925924,1.0209267563527653,0.3034379671150972,0.02092675635276532,0.0,0.0,0.046762589928057555,0.0,29.40661478599222,16.042801556420233,8.333333333333334,11.474696707105718,37.35017301038062,9.467251461988305,3.35,0.0,,23.787694974003465,31.600692041522493,15.98786828422877,15.2,2.8,175.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,16.5,7.0,11.7,37.8,0.0,0.0,0.0,,23.8,32.1,15.9,15.2,984
FIPS:06,California,2013,8,2.75679012345679,138.61761252446186,1.0488165680473374,0.3431952662721893,0.011834319526627219,0.0,0.0,0.161231884057971,0.0,28.94931773879142,12.514619883040936,8.278688524590164,10.138086956521738,35.79270833333333,16.135616438356163,3.2977272727272724,0.0,,22.22177700348432,30.099479166666665,14.391304347826088,16.05,2.7,128.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,11.0,6.0,10.6,36.1,0.0,0.0,0.0,,22.4,30.5,14.4,16.05,994
FIPS:06,California,2013,9,2.7365853658536587,98.97313725490197,2.455081001472754,1.4639175257731958,0.16200294550810015,0.0025252525252525255,0.0,1.1584699453551912,0.0,25.00588235294118,8.12156862745098,5.742857142857143,5.1043782837127845,34.761996497373026,47.620000000000005,18.910212765957446,0.3673469387755102,,20.020175438596493,27.462872154115587,12.579334500875657,18.8,2.7,78.95,2.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,4.0,6.1,35.6,21.4,10.4,0.0,,20.2,27.6,12.9,18.8,998
FIPS:06,California,2013,10,2.258024691358025,19.9598814229249,1.9574780058651027,0.9472140762463344,0.02785923753665689,0.06038647342995169,0.0,4.6489945155393055,0.06324110671936758,19.466403162055336,1.1758893280632412,8.815384615384616,2.2524647887323943,28.983245149911816,131.25849802371542,8.416056338028168,5.87409200968523,,14.75679012345679,22.36084656084656,7.149823943661971,12.1,2.1,7.55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,7.0,3.3,29.4,85.75,2.5,0.0,,15.9,23.2,8.1,12.1,997
FIPS:06,California,2013,11,2.011111111111111,4.721230158730159,3.4388489208633093,2.159712230215827,0.18705035971223022,0.0273224043715847,0.0,5.895604395604396,0.14257425742574256,9.489108910891089,0.20594059405940593,6.825,0.2544973544973545,25.14867724867725,208.62103174603175,25.12085635359116,1.159779614325069,,11.53015873015873,17.97037037037037,5.088183421516755,12.533333333333333,1.9,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,1.1,25.0,176.7,21.1,0.0,,12.6,18.9,5.8,12.5,1015
